Order,Level,Code,Parent,Description,Unit,Description of unit,Production type,Description of production type,References to HS/CN
1855920,1,1413,,Manufacture of other outerwear,,,,,
1855921,2,141311,1413,"Men's or boys' overcoats, car coats, capes, cloaks, anoraks, windcheaters, wind-jackets and similar articles, knitted or crocheted",,,,,
1855922,3,14131110,141311,"Men’s or boys’ overcoats, car-coats, capes, cloaks and similar articles, of knitted or crocheted textiles (excluding jackets and blazers, anoraks, wind-cheaters and wind-jackets)",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6101[.20(.10) + .30(.10) + .90(.20)]
1855923,3,14131120,141311,"Men’s or boys’ waistcoats, anoraks, ski-jackets, wind-cheaters, wind-jackets and similar articles, of knitted or crocheted textiles (excluding jackets and blazers)",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6101[.20(.90) + .30(.90) + .90(.80)]
1855924,2,141312,1413,"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts, knitted or crocheted",,,,,
1855925,3,14131230,141312,"Men’s or boys’ jackets and blazers, of knitted or crocheted textiles",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6103[.31 + .32 + .33 + .39]
1855926,3,14131260,141312,"Men’s or boys’ suits and ensembles, of knitted or crocheted textiles",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6103[.10(.10 + .90) + .22 + .23 + .29]
1855927,3,14131270,141312,"Men’s or boys’ trousers, breeches, shorts, bib and brace overalls, of knitted or crocheted textiles",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6103[.41 + .42 + .43 + .49]
1855928,2,141313,1413,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, windcheaters, wind-jackets and similar articles, knitted or crocheted",,,,,
1855929,3,14131310,141313,"Women’s or girls’ overcoats, car-coats, capes, cloaks and similar articles, of knitted or crocheted textiles (excluding jackets and blazers)",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6102[.10(.10) + .20(.10) + .30(.10) + .90(.10)]
1855930,3,14131320,141313,"Women’s or girls’ waistcoats, anoraks, ski-jackets, wind-cheaters, wind-jackets and similar articles, of knitted or crocheted textiles (excluding jackets and blazers)",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6102[.10(.90) + .20(.90) + .30(.90) + .90(.90)]
1855931,2,141314,1413,"Women's or girls' suits, ensembles, jackets, blazers, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts, knitted or crocheted",,,,,
1855932,3,14131430,141314,"Women’s or girls’ jackets and blazers, of knitted or crocheted textiles",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6104[.31 + .32 + .33 + .39]
1855933,3,14131460,141314,"Women’s or girls’ suits and ensembles, of knitted or crocheted textiles",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6104[.13 + .19(.20 + .90) + .22 + .23 + .29(.10 + .90)]
1855934,3,14131470,141314,"Women’s or girls’ dresses, of knitted or crocheted textiles",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6104[.41 + .42 + .43 + .44 + .49]
1855935,3,14131480,141314,"Women’s or girls’ skirts and divided skirts, of knitted or crocheted textiles",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6104[.51 + .52 + .53 + .59]
1855936,3,14131490,141314,"Women’s or girls’ trousers, breeches, shorts, bib and brace overalls, of knitted or crocheted textiles",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6104[.61 + .62 + .63 + .69]
1855937,2,141321,1413,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks, anoraks, wind-cheaters, wind-jackets and similar articles of textile fabrics, not knitted or crocheted",,,,,
1855938,3,14132115,141321,"Men’s or boys’ raincoats, overcoats, car-coats, capes, etc.",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6201[.11 + .12(.10 + .90) + .13(.10 + .90) + .19]
1855939,3,14132130,141321,"Men’s or boys’ waistcoats, anoraks, ski-jackets, wind-jackets and similar articles (excluding jackets and blazers, knitted or crocheted, impregnated, coated, covered, laminated or rubberised)",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6201[.91 + .92 + .93 + .99]
1855940,2,141322,1413,"Men's or boys' suits and ensembles of textile fabrics, not knitted or crocheted",,,,,
1855941,3,14132200,141322,Men’s or boys’ suits & ensembles (excluding knitted or crocheted),p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6203[.11 + .12 + .19(.10 + .30 + .90) + .22(.80) + .23(.80) + .29(.18 + .30 + .90)]
1855942,2,141323,1413,"Men's or boys' jackets and blazers, of textile fabrics, not knitted or crocheted",,,,,
1855943,3,14132300,141323,Men’s or boys’ jackets and blazers (excluding knitted or crocheted),p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6203[.31 + .32(.90) + .33(.90) + .39(.19 + .90)]
1855944,2,141324,1413,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of textile fabrics, not knitted or crocheted",,,,,
1855945,3,14132442,141324,"Men’s or boys’ trousers and breeches, of denim (excluding for industrial or occupational wear)",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6203 42 31
1855946,3,14132444,141324,"Men’s or boys’ trousers, breeches and shorts, of wool or fine animal hair (excluding knitted or crocheted, for industrial or occupational wear)",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6203[.41(.10 + .90)]
1855947,3,14132445,141324,"Men’s or boys’ trousers and breeches, of man-made fibres (excluding knitted or crocheted, for industrial or occupational wear)",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6203[.43(.19) + .49(.19)]
1855948,3,14132448,141324,"Men’s or boys’ trousers and breeches, of cotton (excluding denim, knitted or crocheted)",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6203[.42(.33 + .35)]
1855949,3,14132449,141324,"Men’s or boys’ trousers, breeches, shorts and bib and brace overalls (excluding of wool, cotton and man-made fibres, knitted or crocheted)",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6203 49 90
1855950,3,14132455,141324,"Men’s or boys’ bib and brace overalls (excluding knitted or crocheted, for industrial or occupational wear)",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6203[.41(.30) + .42(.59) + .43(.39) + .49(.39)]
1855951,3,14132460,141324,"Men’s or boys’ shorts, of cotton or man-made fibres (excluding knitted or crocheted)",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6203[.42(.90) + .43(.90) + .49(.50)]
1855952,2,141331,1413,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, wind-cheaters, wind-jackets and similar articles of textile fabrics, not knitted or crocheted",,,,,
1855953,3,14133115,141331,"Woman’s or girls’ raincoats and overcoats, etc",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6202[.11 + .12(.10 + .90) + .13(.10 + .90) + .19]
1855954,3,14133130,141331,"Women’s or girls’ waistcoats, anoraks, ski-jackets, wind-jackets and similar articles (excluding jackets and blazers, knitted or crocheted, impregnated, coated, covered, laminated or rubberised)",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6202[.91 + .92 + .93 + .99]
1855955,2,141332,1413,"Women's or girls' suits and ensembles of textile fabrics, not knitted or crocheted",,,,,
1855956,3,14133200,141332,Women’s or girls’ suits & ensembles (excluding knitted or crocheted),p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6204[.11 + .12 + .13 + .19(.10 + .90) + .21 + .22(.80) + .23(.80) + .29(.18 + .90)]
1855957,2,141333,1413,"Women's or girls' jackets and blazers of textile fabrics, not knitted or crocheted",,,,,
1855958,3,14133330,141333,Women’s or girls’ jackets and blazers (excluding knitted or crocheted),p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6204[.31 + .32(.90) + .33(.90) + .39(.19 + .90)]
1855959,2,141334,1413,"Women's or girls' dresses, skirts and divided skirts of textile fabrics, not knitted or crocheted",,,,,
1855960,3,14133470,141334,Women’s or girls’ dresses (excluding knitted or crocheted),p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6204[.41 + .42 + .43 + .44 + .49(.10 + .90)]
1855961,3,14133480,141334,Women’s or girls’ skirts and divided skirts (excluding knitted or crocheted),p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6204[.51 + .52 + .53 + .59(.10 + .90)]
1855962,2,141335,1413,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of textile fabrics, not knitted or crocheted",,,,,
1855963,3,14133542,141335,"Women’s or girls’ trousers and breeches, of denim (excluding for industrial or occupational wear)",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6204 62 31
1855964,3,14133548,141335,"Women’s or girls’ trousers and breeches, of cotton (excluding denim, for industrial or occupational wear)",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6204[.62(.33 + .39)]
1855965,3,14133549,141335,"Women’s or girls’ trousers and breeches, of wool or fine animal hair or man-made fibres (excluding knitted or crocheted and for industrial and occupational wear)",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6204[.61(.10) + .63(.18) + .69(.18)]
1855966,3,14133551,141335,"Women’s or girls’ bib and brace overalls, of cotton (excluding knitted or crocheted, for industrial or occupational wear)",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6204 62 59
1855967,3,14133561,141335,"Women’s or girls’ shorts, of cotton (excluding knitted and crocheted)",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6204 62 90
1855968,3,14133563,141335,"Women's or girls' bib and brace overalls, of wool or fine animal hair and man-made fibres (excluding cotton, knitted or crocheted, for industrial or occupational wear) and women's or girls' shorts, of wool or fine animal hair (excluding knitted or crocheted)",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6204[.61(.85) + .63(.39) + .69(.39)]
1855969,3,14133565,141335,"Women’s or girls’ shorts, of man-made fibres (excluding knitted or crocheted)",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6204[.63(.90) + .69(.50)]
1855970,3,14133569,141335,"Women’s or girls’ trousers, breeches, bib and brace overalls, of textiles (excluding cotton, wool or fine animal hair, man-made fibres, knitted or crocheted)",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6204 69 90
1855971,1,1414,,Manufacture of underwear,,,,,
1855972,2,141411,1414,"Men's or boys' shirts, knitted or crocheted",,,,,
1855973,3,14141100,141411,"Men's or boys' shirts, knitted or crocheted",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6105[.10 + .20(.10 + .90) + .90(.10 + .90)]
1855974,2,141412,1414,"Men's or boys' underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar articles, knitted or crocheted",,,,,
