"Order","Level","Code","Parent","Description","Unit","Description of unit","Production type","Description of production type","References to HS/CN"
"1719192","2","10.20.41","10.20","Flours, meals and pellets of fish, crustaceans, molluscs or other aquatic invertebrates or seaweed, unfit for human consumption",,,,,
"1719193","3","10.20.41.00","10.20.41","Flours, meals and pellets of fish or of crustaceans, molluscs or other aquatic invertebrates, unfit for human consumption","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2301 20"
"1719194","2","10.20.42","10.20","Other inedible products of fish, crustaceans, molluscs or other aquatic invertebrates or seaweed",,,,,
"1719195","3","10.20.42.00","10.20.42","Other inedible products of fish, crustaceans, molluscs or other aquatic invertebrates or seaweed (including fish waste; excluding whalebone and whalebone hair, coral or similar materials, shells an cuttle-bone, unworked or simply prepared/natural sponges)","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","0511[.91(.10 + .90)]"
"1719196","1","10.31",,"Processing and preserving of potatoes",,,,,
"1719197","2","10.31.11","10.31","Potatoes, frozen",,,,,
"1719198","3","10.31.11.10","10.31.11","Frozen potatoes, uncooked or cooked by steaming or boiling in water","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","0710 10"
"1719199","3","10.31.11.30","10.31.11","Frozen potatoes, prepared or preserved (including potatoes cooked or partly cooked in oil and then frozen; excluding by vinegar or acetic acid)","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2004[.10(.10 + .91 + .99)]"
"1719200","2","10.31.12","10.31","Dried potatoes whether or not cut or sliced but not further prepared",,,,,
"1719201","3","10.31.12.00","10.31.12","Dried potatoes whether or not cut or sliced but not further prepared","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","0712 90 05"
"1719202","2","10.31.13","10.31","Dried potatoes in the form of flour, meal, flakes, granulates and pellets",,,,,
"1719203","3","10.31.13.00","10.31.13","Dried potatoes in the form of flour, meal, flakes, granules and pellets","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","1105[.10 + .20]"
"1719204","2","10.31.14","10.31","Potatoes prepared or preserved",,,,,
"1719205","3","10.31.14.30","10.31.14","Potatoes prepared or preserved in the form of flour, meal or flakes (excluding frozen, crisps, by vinegar or acetic acid)","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2005 20 10"
"1719206","3","10.31.14.60","10.31.14","Potatoes prepared or preserved, including crisps (excluding frozen, dried, by vinegar or acetic acid, in the form of flour, meal or flakes)","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2005[.20(.20 + .80)]"
"1719207","1","10.32",,"Manufacture of fruit and vegetable juice",,,,,
"1719208","2","10.32.11","10.32","Tomato juice",,,,,
"1719209","3","10.32.11.00","10.32.11","Tomato juice","l","DE: Liter; EN: Litre; FR: Litre","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2009[.50(.10 + .90)]"
"1719210","2","10.32.12","10.32","Orange juice",,,,,
"1719211","3","10.32.12.10","10.32.12","Frozen unconcentrated orange juice","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2009[.11(.91 + .99)]"
"1719212","3","10.32.12.20","10.32.12","Unconcentrated orange juice (excluding frozen)","l","DE: Liter; EN: Litre; FR: Litre","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2009[.12 + .19(.91 + .98)]"
"1719213","3","10.32.12.30","10.32.12","Orange juice n.e.c.","l","DE: Liter; EN: Litre; FR: Litre","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2009[.11(.11 + .19) + .19(.11 + .19)]"
"1719214","2","10.32.13","10.32","Grapefruit juice",,,,,
"1719215","3","10.32.13.00","10.32.13","Grapefruit juice","l","DE: Liter; EN: Litre; FR: Litre","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2009[.21 + .29(.11 + .19 + .91 + .99)]"
"1719216","2","10.32.14","10.32","Pineapple juice",,,,,
"1719217","3","10.32.14.00","10.32.14","Pineapple juice","l","DE: Liter; EN: Litre; FR: Litre","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2009[.41(.92 + .99) + .49(.11 + .19 + .30 + .91 + .93 + .99)]"
"1719218","2","10.32.15","10.32","Grape juice",,,,,
"1719219","3","10.32.15.00","10.32.15","Grape juice (including grape must)","l","DE: Liter; EN: Litre; FR: Litre","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2009[.61(.10 + .90) + .69(.11 + .19 + .51 + .59 + .71 + .79 + .90)]"
"1719220","2","10.32.16","10.32","Apple juice",,,,,
"1719221","3","10.32.16.00","10.32.16","Apple juice","l","DE: Liter; EN: Litre; FR: Litre","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2009[.71(.20 + .99) + .79(.11 + .19 + .30 + .91 + .98)]"
"1719222","2","10.32.17","10.32","Mixtures of fruit and vegetable juices",,,,,
"1719223","3","10.32.17.00","10.32.17","Mixtures of fruit and vegetable juices","l","DE: Liter; EN: Litre; FR: Litre","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2009[.90(.11 + .19 + .21 + .29 + .31 + .39 + .41 + .49 + .51 + .59 + .71 + .73 + .79 + .92 + .94 + .95 + .96 + .97 + .98)]"
"1719224","2","10.32.19","10.32","Other fruit and vegetable juices",,,,,
"1719225","3","10.32.19.10","10.32.19","Unconcentrated juice of any single citrus fruit (excluding orange and grapefruit)","l","DE: Liter; EN: Litre; FR: Litre","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2009[.31(.11 + .19 + .51 + .59 + .91 + .99) + .39(.31 + .39 + .51 + .55 + .59 + .91 + .95 + .99)]"
"1719226","3","10.32.19.20","10.32.19","Unconcentrated juice of any single fruit or vegetable, not fermented and not containing added spirit (excluding orange, grapefruit, pineapple, tomato, grape and apple juices)","l","DE: Liter; EN: Litre; FR: Litre","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2009[.81(.31 + .51 + .59 + .95 + .99) + .89(.50 + .61 + .63 + .69 + .71 + .73 + .79 + .85 + .86 + .88 + .89 + .96 + .97 + .99)]"
"1719227","3","10.32.19.30","10.32.19","Other fruit and vegetable juices n.e.c.","l","DE: Liter; EN: Litre; FR: Litre","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2009[.39(.11 + .19) + .81(.11 + .19) + .89(.11 + .19 + .34 + .35 + .36 + .38)]"
"1719228","1","10.39",,"Other processing and preserving of fruit and vegetables",,,,,
"1719229","2","10.39.11","10.39","Vegetables, frozen",,,,,
"1719230","3","10.39.11.00","10.39.11","Frozen vegetables and mixtures of vegetables, uncooked or cooked by steaming or boiling in water (excluding potatoes)","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","0710[.21 + .22 + .29 + .30 + .40 + .80(.10 + .51 + .59 + .61 + .69 + .70 + .80 + .85 + .95) + .90]"
"1719231","2","10.39.12","10.39","Vegetables provisionally preserved",,,,,
"1719232","3","10.39.12.00","10.39.12","Vegetables provisionally preserved by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","0711[.20(.10 + .90) + .40 + .51 + .59 + .90(.10 + .30 + .50 + .70 + .80 + .90)]"
"1719233","2","10.39.13","10.39","Dried vegetables",,,,,
"1719234","3","10.39.13.30","10.39.13","Dried onions, whole, cut, sliced, broken or in powder, but not further prepared","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","0712 20"
"1719235","3","10.39.13.50","10.39.13","Dried mushrooms and truffles, whole, cut, sliced, broken or in powder, but not further prepared","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","0712[.31 + .32 + .33 + .39]"
"1719236","3","10.39.13.90","10.39.13","Dried vegetables (excluding potatoes, onions, mushrooms and truffles) and mixtures of vegetables, whole, cut, sliced, broken or in powder, but not further prepared","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","0712[.90(.11 + .19 + .30 + .50 + .90)]"
"1719237","2","10.39.15","10.39","Beans, preserved otherwise than by vinegar or acetic acid, except prepared vegetable dishes",,,,,
"1719238","3","10.39.15.00","10.39.15","Beans, preserved otherwise than by vinegar or acetic acid, except prepared vegetable dishes","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2005[.51(.00a) + .59(.00a)]"
"1719239","2","10.39.16","10.39","Peas, preserved otherwise than by vinegar or acetic acid, except prepared vegetable dishes",,,,,
"1719240","3","10.39.16.00","10.39.16","Peas, preserved otherwise than by vinegar or acetic acid, except prepared vegetable dishes","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2005 40 00a"
"1719241","2","10.39.17","10.39","Other vegetables (except potatoes), preserved otherwise than by vinegar or acetic acid, except prepared vegetable dishes",,,,,
"1719242","3","10.39.17.10","10.39.17","Preserved tomatoes, whole or in pieces (excluding prepared vegetable dishes and tomatoes preserved by vinegar or acetic acid)","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2002[.10(.10a + .90a)]"
"1719243","3","10.39.17.21","10.39.17","Unconcentrated tomato puree and paste","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2002[.90(.11 + .19)]"
"1719244","3","10.39.17.25","10.39.17","Concentrated tomato puree and paste","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2002[.90(.31 + .39 + .91 + .99)]"
"1719245","3","10.39.17.30","10.39.17","Prepared or preserved mushrooms and truffles (excluding prepared vegetable dishes and mushrooms and truffles dried, frozen or preserved by vinegar or acetic acid)","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2003[.10(.20a + .30a) + .90(.10a + .90a)]"
"1719246","3","10.39.17.40","10.39.17","Frozen vegetables and mixtures of vegetables (excluding prepared vegetable dishes, frozen vegetables and mixtures of vegetables uncooked or cooked by steaming or boiling in water, or preserved by vinegar or acetic acid)","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2004[.90(.10a + .30a + .50a + .91a + .98a)]"
"1719247","3","10.39.17.50","10.39.17","Preserved sauerkraut (excluding prepared vegetable dishes and sauerkraut dried, frozen or preserved by vinegar or acetic acid)","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2005 99 60a"
"1719248","3","10.39.17.60","10.39.17","Preserved asparagus (excluding prepared vegetable dishes and asparagus dried, frozen or preserved by vinegar or acetic acid)","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2005 60 00a"
"1719249","3","10.39.17.70","10.39.17","Prepared or preserved olives (excluding prepared vegetable dishes and olives dried, frozen or preserved by vinegar or acetic acid)","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2005 70 00a"
"1719250","3","10.39.17.80","10.39.17","Prepared or preserved sweetcorn (excluding prepared vegetable dishes and sweetcorn dried, frozen or preserved by vinegar or acetic acid)","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2005 80 00a"
"1719251","3","10.39.17.90","10.39.17","Vegetables and mixtures of vegetables, n.e.c. (excluding prepared vegetable dishes and frozen vegetables and mixtures of vegetables)","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2005[.91(.00a) + .99(.10a + .20a + .30a + .50a + .80a)]"
"1719252","2","10.39.18","10.39","Vegetables (except potatoes), fruit, nuts and other edible parts of plants, prepared or preserved by vinegar or acetic acid",,,,,
"1719253","3","10.39.18.00","10.39.18","Vegetables (excluding potatoes), fruit, nuts and other edible parts of plants, prepared or preserved by vinegar or acetic acid","kg","DE: Kilogramm; EN: Kilogram; FR: Kilogramme","S","DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden; EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported; FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler.","2001[.10 + .90(.10 + .20 + .30 + .40 + .50 + .65 + .70 + .92 + .97)]"
"1719254","2","10.39.21","10.39","Fruit and nuts, uncooked or cooked, frozen",,,,,
