ID,PRCCODE,Description,EXPQNT,EXPVAL,IMPQNT,IMPVAL,PRODQNT,PRODVAL,QNTUNIT
2296,24432300,"Zinc bars, rods, profiles, wire, plates, sheets, strip and foil","3,123,500","5,721,490","5,372,800","25,607,700","751,000","2,169,072",kg
2297,24432400,"Tin bars, rods, profiles and wires","27,700","942,900","1,378,800","13,691,450","213,000","3,607,962",kg
2298,24441100,Copper mattes; cement copper (precipitated copper) (excluding copper powder),"349,900","2,459,180","47,600","263,570",0,0,kg
2299,24441200,"Unrefined copper, copper anodes for electrolytic refining (including blister copper) (excluding electrocopper-plating, electroplating anodes)","214,600","4,396,440","52,300","459,050",0,0,kg
2300,24441330,"Unwrought unalloyed refined copper (excluding rolled, extruded or forged sintered products)","13,042,800","78,491,970","25,091,000","138,134,890",0,0,kg
2301,24441370,"Unwrought copper alloys (excluding rolled, extruded or forged sintered products); master alloys of copper (including alloys which are not usefully malleable) (excluding copper phosphide (phosphor copper) containing > 15 % by weight of phosphorous)","11,045,300","46,553,760","3,092,600","20,609,420",:,:,kg
2302,24442100,"Copper powders and flakes excluding cement copper, powders/flake powders used in the preparation of paints such as bronzes/golds, (chemical compounds), refined copper shot","5,926,300","45,184,440","944,000","8,216,610",:,:,kg
2303,24442200,"Copper and copper alloy bars, rods, profiles and hollow profiles (excluding bars and rods obtained by casting or sintering, copper wire rod in coils)","7,593,900","58,491,290","40,564,500","173,195,850","3,685,000","35,496,377",kg
2304,24442330,"Copper wire, refined (transv. section > 6 mm), of copper alloy","594,200","9,158,440","65,186,000","374,340,880",:,"2,432,435",kg
2305,24442350,"Copper wire with cross-sectional dimension > 0,5 mm, <= 6 mm (excluding twine or cord reinforced with wire, stranded wire and cables)","1,543,000","6,977,040","5,663,300","23,169,420",:,:,kg
2306,24442370,"Copper wire with cross-sectional dimension <= 0,5 mm (excluding twine or cord reinforced with wire, stranded wire and cables)","3,049,400","12,676,250","1,581,900","11,073,930",:,:,kg
2307,24442400,"Copper and copper alloy plates, sheets and strip of a thickness > 0,15 mm (excluding expanded copper metal, insulated electric strip)","15,767,800","124,147,220","25,417,000","156,434,070",:,:,kg
2308,24442500,"Copper foil, of a thickness (excluding any backing) <= 0,15 mm","957,400","14,572,280","2,199,700","20,823,320",:,"8,979,214",kg
2309,24442630,Copper tubes and pipes,"11,700,000","90,239,640","34,947,300","227,268,430",:,:,kg
2310,24442650,"Copper and copper alloy tube/pipe fittings including couplings, elbows, sleeves, tees and joints excluding bolts and nuts used for assembling/fixing pipes/tubes, fittings with taps, cocks, valves","5,895,200","74,903,010","14,661,500","179,236,320","7,680,000","111,097,422",kg
2311,24451100,"Nickel, unwrought","31,271,700","409,410,770","14,448,000","226,771,000",:,"118,750,777",kg
2312,24451200,"Nickel mattes, nickel oxide sinters and other intermediate products of nickel metallurgy (including impure nickel oxides, nickel speiss, impure ferro-nickel)","64,700","1,170,020","50,887,100","431,462,340",0,0,kg
2313,24452100,Nickel powders and flakes (excluding nickel oxide sinters),"10,443,600","142,784,500","1,067,400","16,952,620",:,:,kg
2314,24452200,"Nickel and nickel alloy bars, rods, profiles and wires (excluding prepared bars, rods or profiles for use in structures, insulated electric bars and wire, enamelled wire)","8,105,900","216,589,080","7,683,100","168,887,660","10,274,000","216,005,245",kg
2315,24452300,"Nickel and nickel alloy plate, sheet, strip and foil (excluding expanded metal)","1,354,400","42,027,190","3,812,900","74,130,890",:,:,kg
2316,24452400,"Nickel tubes, pipes and tube or pipe fittings","2,155,300","87,954,500","2,590,100","76,127,620","2,897,000","85,079,857",kg
2317,24453013,"Tungsten (wolfram) and articles thereof (excluding waste and scrap), n.e.c.","180,600","16,566,330","333,900","16,878,610",:,:,kg
2318,24453017,"Molybdenum and articles thereof (excluding waste and scrap), n.e.c.","219,100","4,789,780","294,900","9,827,390",:,:,kg
2319,24453023,"Tantalum and articles thereof (excluding waste and scrap), n.e.c.","32,000","5,365,860","31,500","9,524,730",:,:,kg
2320,24453025,"Magnesium and articles thereof (excluding waste and scrap), n.e.c.","2,494,300","52,333,190","9,789,600","35,568,240",:,:,kg
2321,24453027,"Cobalt mattes and other intermediate products of cobalt metallurgy; cobalt and articles thereof (excluding waste and scrap), n.e.c.","2,435,400","96,775,080","4,919,900","191,716,890",:,:,kg
2322,24453030,"Bismuth and articles thereof, including waste and scrap, n.e.c.; cadmium and articles thereof (excluding waste and scrap), n.e.c.","32,400","936,620","302,300","1,427,180",0,0,kg
2323,24453043,"Titanium and articles thereof (excluding waste and scrap), n.e.c.","9,207,900","404,382,600","28,085,600","608,789,870","9,351,000","408,964,519",kg
2324,24453047,"Zirconium and articles thereof (excluding waste and scrap), n.e.c.; antimony and articles thereof (excluding waste and scrap), n.e.c.","564,100","7,447,280","375,400","8,370,680","533,000","7,015,858",kg
2325,24453055,"Beryllium, chromium, germanium, vanadium, gallium, hafnium (`celtium¿), indium, niobium (`columbium¿), rhenium and thallium, and articles of these metals, n.e.c.; waste and scrap of these metals (excluding of beryllium, chromium and thallium)","7,738,100","111,457,870","2,171,500","52,117,800",:,"77,992",kg
2326,24453057,"Manganese and articles thereof, including waste and scrap, n.e.c.; cermets and articles thereof, including waste and scrap, n.e.c.","330,500","3,326,100","4,383,200","21,078,380",0,0,kg
2327,24511110,"Malleable iron castings for land vehicles, piston engines and other machinery and mechanical appliances",:,:,:,:,"40,007,000","57,864,159",kg
2328,24511190,Parts for other utilisation (malleable iron casting),:,:,:,:,:,:,kg
2329,24511210,Parts of land vehicles (nodular iron castings),:,:,:,:,"57,434,000","158,247,335",kg
2330,24511220,"Ductile iron castings for transmission shafts, crankshafts, camshafts, cranks, bearing housings and plain shaft bearings (excluding for bearing housings incorporating ball or roller bearings)",:,:,:,:,"33,008,000","49,687,468",kg
2331,24511240,Other parts of piston engines and mechanical engineering (nodular iron castings),:,:,:,:,:,:,kg
2332,24511250,Ductile iron castings for machinery and mechanical appliances excluding for piston engines,:,:,:,:,"19,118,000","60,513,615",kg
2333,24511290,"Ductile iron castings for locomotives/rolling stock/parts, used other than in land vehicles, bearing housings, plain shaft bearings, piston engines, gearing, pulleys, clutches, machinery",:,:,:,:,"17,000",:,kg
2334,24511310,"Grey iron castings for land vehicles (excluding for locomotives or rolling stock, construction industry vehicles)",:,:,:,:,:,:,kg
2335,24511320,"Grey iron castings for transmission shafts, crankshafts, camshafts, cranks, bearing housings and plain shaft bearings (excluding bearing housings incorporating ball or roller bearings)",:,:,:,:,:,:,kg
2336,24511340,Other parts of piston engines and mechanical engineering (cast iron: not ductile),:,:,:,:,:,"33,811,079",kg
2337,24511350,Grey iron castings for machinery and mechanical appliances excluding for piston engines,:,:,:,:,"10,194,000","32,669,462",kg
2338,24511390,"Grey iron castings for locomotives/rolling stock/parts, used other than in land vehicles, bearing housings, plain shaft bearings, piston engines, gearing, pulleys, clutches, machinery",:,:,:,:,:,:,kg
2339,24512000,"Tubes, pipes and hollow profiles of cast iron excluding tubes, pipes, hollow profiles made into identifiable parts of articles, such as sections of central heating radiators and machinery parts","5,684,600","13,560,220","31,968,200","35,461,210",:,:,kg
2340,24513030,"Tube or pipe fittings, of non-malleable cast iron","6,908,000","40,212,250","15,319,600","38,334,570","1,234,927","5,679,827",kg
2341,24513050,Tube or pipe fittings of malleable cast iron,"1,065,300","4,572,990","8,395,900","29,596,560",:,:,kg
2342,24521010,"Steel castings for land vehicles excluding for locomotives or rolling stock, construction industry vehicles",:,:,:,:,"122,000",:,kg
2343,24521030,Steel castings for bearing housings and plain shaft bearings (excluding for bearing housings incorporating ball or roller bearings),:,:,:,:,0,0,kg
2344,24521040,Other parts of piston engines and mechanical engineering,:,:,:,:,:,:,kg
2345,24521050,"Steel castings for machinery and mechanical appliances excluding piston engines, turbojets, turboprops, other gas turbines, lifting or handling equipment, construction industry machinery/vehicles",:,:,:,:,"15,566,000","133,256,095",kg
2346,24521090,"Steel castings for locomotives/rolling stock/parts, use other than in land vehicles, bearing housings, plain shaft bearings, piston engines, gearing, pulleys, clutches, machinery",:,:,:,:,"1,980,000","14,383,244",kg
2347,24523000,Tube or pipe fittings of cast steel,"1,880,300","25,527,780","3,850,300","27,263,440","1,405,801","64,631,348",kg
2348,24531010,"Light metal castings for land vehicles excluding for locomotives or rolling stock, construction industry vehicles",:,:,:,:,"28,060,000","221,234,077",kg
2349,24531020,"Light metal castings for transmission shafts, crankshafts, camshafts, cranks, bearing housings and plain shaft bearings (excluding for bearing housings incorporating ball or roller bearings)",:,:,:,:,"7,711,000","51,257,474",kg
2350,24531040,Other parts of piston engines and mechanical engineering,:,:,:,:,"9,634,000","68,657,526",kg
2351,24531050,"Light metal castings for machinery and mechanical appliances excluding for piston engines, turbojets, gas turbines, lifting or handling equipment, construction industry machinery/vehicles",:,:,:,:,"5,181,000","69,337,975",kg
2352,24531090,Parts for other utilisation,:,:,:,:,"16,222,000","142,691,956",kg
2353,24541010,"Non-ferrous cast parts for land vehicles excluding locomotives/ rolling stock, straddle carriers, works trucks fitted with lifting or handling equipment, agricultural/road rollers, bulldozers etc.",:,:,:,:,:,:,kg
2354,24541020,"Non-ferrous cast parts, other than of light metals, for transmission shafts, crankshafts, camshafts, cranks, bearing housings and plain shaft bearings (excluding for bearing housings incorporating ball or roller bearings)",:,:,:,:,"100,573","4,703,236",kg
2355,24541040,Other parts of piston engines and mechanical engineering,:,:,:,:,:,:,kg
2356,24541050,"Non-ferrous cast parts, other than of light metals, for machinery and mechanical appliances (excluding for piston engines)",:,:,:,:,"2,300,583","56,354,060",kg
2357,24541090,Parts for other utilisation,:,:,:,:,"3,747,021","30,412,225",kg
2358,25111030,"Prefabricated buildings, of iron or steel",:,"93,276,100",:,"86,507,910",:,"1,074,364,481",:
2359,25111050,"Prefabricated buildings, of aluminium",:,:,:,:,:,"433,709,351",:
2360,25112100,Iron or steel bridges and bridge-sections,"10,675,800","34,823,030","7,763,600","16,076,990","22,774,857","138,351,550",kg
2361,25112200,Iron or steel towers and lattice masts,"2,304,700","9,537,900","129,363,100","283,310,100","8,475,812","25,564,309",kg
2362,25112310,"Iron or steel equipment for scaffolding, shuttering, propping/pit-propping including pit head frames and superstructures, extensible coffering beams, tubular scaffolding and similar equipment","33,645,900","60,590,470","196,339,100","254,594,810","23,048,113","39,002,611",kg
2363,25112330,"Weirs, sluices, lock-gates, fixed landing stages, fixed docks and other maritime and waterway structures of iron or steel",:,:,:,:,:,:,:
2364,25112350,Other structures principally of sheet: other,"8,798,800","38,267,670","28,356,500","475,802,750","694,493,516","1,698,575,805",kg
2365,25112355,"Weirs, sluices, lock-gates, landing stages, fixed docks and other maritime and waterway structures, of iron or steel, Structures and parts of structures of iron or steel, n.e.s. (excluding bridges and bridge-sections; towers; lattice masts; gates; doors, windows and their frames and thresholds; equi","162,443,600","304,233,220","179,890,100","746,158,730","2,095,389,769","4,034,424,840",kg
2366,25112360,Other structures of iron or steel,:,:,:,:,:,:,:
2367,25112370,"Aluminium structure and parts of structures..., n.e.c.","6,445,700","107,765,890","52,000,400","392,911,420","110,652,710","468,096,891",kg
2368,25121030,"Iron or steel doors, thresholds for doors, windows and their frames","644,881","37,636,550","6,221,092","66,855,560","675,787","511,493,032",p/st
2369,25121050,"Aluminium doors, thresholds for doors, windows and their frames","1,524,256","38,818,420","6,493,562","153,641,680","3,109,479","1,807,548,236",p/st
2370,25211100,"Radiators for central heating, not electrically heated, and parts thereof, of iron or steel",:,"54,285,960",:,"243,121,390",:,"212,831,323",:
2371,25211200,Boilers for central heating other than those of HS 8402,:,"167,054,030",:,"378,179,530","1,790,852","1,323,798,759",p/st
2372,25211300,Parts of boilers for central heating,:,"14,163,860",:,"322,902,460",:,"178,942,252",:
2373,25291110,"Iron or steel reservoirs, tanks, vats and similar containers for gases, of a capacity > 300 litres (excluding compressed or liquefied gas, fitted with mechanical or thermal equipment)","325,200","1,822,590","289,200","1,814,110","1,409,978","6,672,243",kg
2374,25291120,"Iron or steel reservoirs, tanks, vats and similar containers lined or heat-insulated, for liquids, of a capacity > 300 litres (excluding fitted with mechanical or thermal equipment)","6,535,900","26,601,480","681,600","5,872,150","27,330","84,917,091",kg
2375,25291130,"Iron or steel reservoirs, tanks, vats and similar containers for liquids, of a capacity > 300 litres (excluding fitted with mechanical or thermal equipment, lined or heat insulated)","11,027,900","36,368,840","4,364,200","18,997,070","36,216,541","127,178,397",kg
2376,25291150,"Iron or steel reservoirs, tanks, vats and similar containers for solids, of a capacity > 300 litres (excluding fitted with mechanical or thermal equipment)","9,057,400","21,833,270","3,069,200","11,527,900","30,749,801","69,153,734",kg
2377,25291170,"Aluminium reservoirs, tanks, vats and similar containers for any material (other than compressed or liquefied gas), of a capacity > 300 litres (excluding fitted with mechanical or thermal equipment)","609,500","8,430,000","60,000","1,597,390",0,0,kg
2378,25291200,"Containers for compressed or liquefied gas, of metal","12,172,000","138,563,840","32,024,300","129,161,450","15,521,408","131,976,580",kg
2379,25301110,Watertube boilers (excluding central heating hot water boilers capable of producing low pressure steam),:,"4,161,960",:,"139,321,570",:,:,p/st
2380,25301150,"Vapour generating boilers (including hybrid boilers) (excluding central heating hot water boilers capable of producing low pressure steam, watertube boilers)",:,"15,036,860",:,"6,379,050",439,"37,645,104",p/st
2381,25301170,Super-heated water boilers (excluding central heating hot water boilers capable of producing low pressure steam),:,"3,530,100",:,"27,672,550",0,0,p/st
2382,25301230,Auxiliary plant for use with boilers of HS 8402 or 8403,"1,087,700","19,022,750","1,161,600","11,850,060","429,645","27,240,565",kg
2383,25301250,Condensers for steam or other vapour power units,"104,300","1,287,510","217,400","691,030",:,"1,242,215",kg
2384,25301330,Parts of vapour generating boilers and super-heater water boilers,:,"5,983,850",:,"87,020,710",:,"54,036,916",:
2385,25301350,Parts of apparatus of HS 8404 10 and 8404 20,:,"18,125,330",:,"11,637,600",:,"36,193,781",:
2386,25302100,Nuclear reactors,"191,400","24,308,240","1,400","17,500",:,:,kg
2387,25302200,Parts of nuclear reactors,:,"51,310",:,"7,665,300",:,"26,830,261",:
2388,25401230,"Revolvers and pistols (excluding military firearms, machine-pistols, signal flare firearms, blank firers, captive-bolt humane killers, muzzle loaders, spring, air or gas weapons, imitation weapons)",288,"105,600",0,"1,332,640",0,0,p/st
2389,25401250,"Shotguns, rifles, carbines and muzzle-loaders (including punt-guns, combination shotgun-rifles, sporting guns made to resemble walking sticks) (excluding military firearms)","49,767","28,052,690","38,750","35,404,770",204,"16,615,614",p/st
2390,25401270,"Firearms which operate by firing an explosive charge, n.e.c. (excluding military firearms)",0,"5,155,970",0,"1,155,340","4,595","3,784,291",p/st
2391,25401290,"Other arms (spring, air or gas guns and pistols, truncheons) (excluding for military purposes)","127,320","12,531,020","396,124","18,322,910","27,344","11,192,368",p/st
2392,25401300,"Cartridges and other ammunition and projectiles and parts thereof, including shot and cartridge wads (excluding for military purposes)","3,967,400","57,186,590","11,489,800","66,011,640","13,613,692","68,486,849",kg
2393,25401400,"Parts and accessories for revolvers, pistols, non-military firearms and similar devices",:,"46,784,790",:,"75,063,500",:,"3,290,344",:
2394,25501134,"Open die forged ferrous parts for transmission shafts, camshafts, crankshafts and cranks; works of HS 7326; parts of machineries, apparatus and vehicles of HS 84, 85, 86, 87, 88, 90 (open die forgings of steel)",:,:,:,:,:,"63,358,615",:
2395,25501137,"Open die-forged non-ferrous metal parts for machinery and appliances excluding piston engines, turbojets, gas turbines, lifting/handling equipment, construction industry machinery/vehicles",:,:,:,:,:,"65,467,780",:
2396,25501151,Parts of land vehicles of HS 87 (cold extrusion of steel),:,:,:,:,:,"13,290,231",:
2397,25501152,"Cold extrusion steel parts for transmission shafts, camshafts, crankshafts and cranks",:,:,:,:,:,"583,242",:
2398,25501153,Parts of piston engines and mechanical engineering of HS 8483 (cold extrusion of steel),:,:,:,:,:,"228,127,861",:
2399,25501154,Cold extrusion steel parts for machinery and mechanical appliances excluding for piston engines,:,:,:,:,:,:,:
2400,25501156,"Cold extrusion steel parts for electrical machinery and equipment sound recorders and reproducers, television image and sound recorders and reproducers",:,:,:,:,:,0,:
2401,25501157,"Works of HS 7326; parts of vehicles and apparatus for fixture tracks and land vehicles and air crafts of HS 86, 87, 88 (cold extrusion of steel)",:,:,:,:,:,"570,809",:
2402,25501158,"Parts of machineries, apparatus, tools and vehicles of HS 84, 85, 87, 88, 90 in cold extrusion of non-ferrous metal",:,:,:,:,:,"7,106,283",:
2403,25501210,Drop forged (and precision forged) steel parts for land vehicles excluding locomotives and rolling stock,:,:,:,:,:,"28,721,276",:
2404,25501220,"Drop forged (and precision forged) steel parts for transmission shafts, camshafts, crankshafts, cranks, bearing housings and plain shaft bearings (excluding bearing housings incorporating ball or roller bearings)",:,:,:,:,:,"47,854,099",:
2405,25501230,Parts of piston engines and mechanical engineering of HS 8483 (drop forging of steel),:,:,:,:,:,:,:
2406,25501240,"Parts of mechanical and technical equipment and implements for farming, forestry and market gardening (drop forging of steel)",:,:,:,:,:,:,:
2407,25501250,"Drop forged steel parts for pulley tackle and hoists, winches and capstans, jacks, fork-lift trucks, other trucks fitted with lifting/handling equipment, lifts, escalators, conveyors and teleferics",:,:,:,:,:,:,:
2408,25501260,"Parts of mechanical engineering and apparatus of HS 8426, 8429, 8430 (drop forging of steel)",:,:,:,:,:,:,:
2409,25501270,"Drop forged steel parts for machinery and appliances (excluding for piston engines, turbojets, gas turbines, lifting or handling equipment, construction industry machinery)",:,:,:,:,:,"30,775,056",:
2410,25501280,"Drop forged steel parts for locomotives or rolling stock, aircraft, spacecraft, electrical machinery and equipment, optical, photographic, cinematographic, measuring, checking or precision apparatus",:,:,:,:,:,"102,634,762",:
2411,25501290,"Parts of machineries, apparatus and vehicles of HS 84, 85, 86, 87, 88, 90 (drop forging of non-ferrous metal)",:,:,:,:,:,:,:
2412,25501310,Sheet metal forming of steel as parts for land vehicles excluding locomotives and rolling stock,:,:,:,:,:,"1,017,829,571",:
2413,25501320,Parts of piston engines and mechanical engineering of HS 8483 (sheet metal forming of steel),:,:,:,:,:,"16,593,008",:
2414,25501330,Steel sheet forming parts for machinery and mechanical appliances excluding for piston engines,:,:,:,:,:,"206,502,696",:
2415,25501340,"Sheet metal forming of steel as parts for electrical machinery and equipment, for sound recorders and reproducers, television image and sound recorders and reproducers",:,:,:,:,:,"104,515,604",:
2416,25501350,"Articles of HS 7323, 7326; parts of furniture of HS 9403; parts of land vehicles and track fixtures of 86; apparatus of 90 (sheet metal formings of non-ferrous metal)",:,:,:,:,:,"34,057,488",:
2417,25501370,"Household articles, parts of mechanical engineering, apparatus, furniture and vehicles of HS 84, 85, 86, 88, 94 (sheet metal formings of non-ferrous metal)",:,:,:,:,:,"65,325,361",:
2418,25502020,Products of steel powder metallurgy,:,:,:,:,:,"5,853,896",:
2419,25502080,"Parts of articles of HS 84, 85, 86, 87, 88, 90 (products manufactured of non-ferrous powdered metallurgy)",:,:,:,:,:,0,:
2420,25611130,Metallic coating by immersion in molten metals (zinc galvanising or tin dipping),:,:,:,:,:,"249,155,090",:
2421,25611150,Metallic coating by thermal spraying,:,:,:,:,:,"84,401,668",:
2422,25611170,Metallic coating in zinc by electrolysis,:,:,:,:,:,"30,250,591",:
2423,25611190,"Metallic coating by electrolysis or chemical treatments of metals other than zinc (including nickel, copper, chromium, precious metals, etc.)",:,:,:,:,:,"181,297,826",:
2424,25611230,Plastic coating of metals (including powder coating),:,:,:,:,:,"349,151,699",:
2425,25611250,Other coatings (phosphating etc.),:,:,:,:,:,"51,919,838",:
2426,25612100,"Heat treatment of metals (excluding metallic coating, plastic coating)",:,:,:,:,:,"189,616,937",:
2427,25612230,Wet painting and varnishing of metals,:,:,:,:,:,"210,340,111",:
2428,25612250,Anodising of metals,:,:,:,:,:,"59,959,761",:
2429,25612270,Vapour deposition of metals,:,:,:,:,:,"34,767,325",:
2430,25612290,Other metallic surface treatments,:,:,:,:,:,"184,410,711",:
2431,25621001,"Turned metal parts for taps, valves and similar articles",:,:,:,:,:,"292,987,533",:
2432,25621003,Turned metal parts for machinery and mechanical appliances,:,:,:,:,:,"805,887,805",:
2433,25621005,"Turned metal parts for land vehicles (excluding for locomotives or rolling stock, made by casting, forging, pressing, stamping, roll forming or powder metallurgy)",:,:,:,:,:,"377,990,528",:
2434,25621007,"Turned metal parts for aircraft, spacecraft and satellites",:,:,:,:,:,"543,951,125",:
2435,25621009,"Turned metal parts for electrical machinery and equipment, sound recorders and reproducers, television image and sound recorders and reproducers",:,:,:,:,:,"23,823,626",:
2436,25621011,"Turned metal parts for optical, photographic, cinematographic, measuring, checking or precision instruments and apparatus",:,:,:,:,:,"85,877,858",:
2437,25621013,"Turned metal parts for articles of HS 7326, 7419, 7616; turned metal parts for vehicles and apparatus for fixing railway track of HS 86",:,:,:,:,:,"300,247,539",:
2438,25622000,Metal parts (excluding turned metal parts),:,:,:,:,:,"3,114,147,009",:
2439,25711115,Table knives (excluding fish-knives and butter-knives) with stainless steel handles,:,:,:,:,:,:,:
2440,25711120,"Table knives having fixed blades of base metal, including handles (excluding butter knives and fish knives)",:,"2,944,170",:,"10,096,220",0,0,p/st
2441,25711130,"Table knives (excluding fish-knives and butter-knives) with handles other than of stainless steel (silver-, gold- or platinum plated, of wood, plastic, etc)",:,:,:,:,:,:,:
2442,25711145,"Knives with fixed blades of base metal including pruning knives (excluding fish, butter/ table knives with fixed blades, knives and cutting blades for machines/mechanical appliances)",:,"5,511,060",:,"24,993,070","1,156,000","3,907,495",p/st
2443,25711160,Clasp knives,:,"5,740,360",:,"13,051,210",:,:,p/st
2444,25711175,"Blades and handles of base metal for table knives, pocket knives, including pruning knives (excluding fish and butter knives, knives/cutting blades for machines or mechanical appliances)",:,"10,528,980",:,"5,065,820",:,"11,100,813",p/st
2445,25711190,"Scissors, tailors¿ shears and similar shears, and blades therefor (including scissor blades)",:,"5,058,780",:,"17,587,860","231,989","1,851,454",p/st
2446,25711230,"Razors, parts thereof (excluding razor blades)",:,"22,429,620",:,"91,594,630",:,"1,982,571",:
2447,25711280,Safety razor blades (including razor blades blanks in strips),"21,537,794,000","28,261,480","30,517,506,000","52,999,310",0,0,p/st
2448,25711330,"Paper knives, letter openers, erasing knives, pencil sharpeners and their blades (including packet type pencil sharpeners) (excluding pencil sharpening machines)",:,"1,155,110",:,"4,210,090",:,0,:
2449,25711350,Manicure or pedicure sets and instruments (including nail files),:,"3,076,210",:,"11,699,910",:,:,:
2450,25711370,"Split-, chapping and mincing knives, hair cutting and hair shearing appliances and similar articles of cutlery",:,"2,504,700",:,"6,467,840",0,0,p/st
2451,25711430,"Table flatware (excluding table knives, including fish-knives and butter-knives) and similar tableware of stainless steel or other base metal",:,"19,719,030",:,"75,718,030","435,810","3,340,078",p/st
2452,25711480,"Table flatware (excluding table knives, including fish-knives and butter-knives) and similar tableware of base metal, silver-, gold- or platinum plated",:,"8,516,330",:,"10,929,090",:,:,p/st
2453,25711500,"Swords, cutlasses, bayonets, lances and similar arms and parts thereof","21,000","653,550","163,600","1,972,260",0,0,kg
2454,25721130,Base metal padlocks,:,"13,949,470",:,"31,523,160","527,397",:,p/st
2455,25721150,Base metal motor vehicle locks,:,"37,607,390",:,"114,090,740","21,800,780","71,121,610",p/st
2456,25721170,Base metal furniture locks,:,"1,562,930",:,"6,386,300","5,218,913","15,325,926",p/st
2457,25721230,Base metal cylinder locks used for doors of buildings,:,"4,800,340",:,"44,238,710","2,281,347","30,135,299",p/st
2458,25721250,Base metal locks used for doors of buildings (excluding cylinder locks),:,"12,650,170",:,"37,969,880",:,"61,758,090",p/st
2459,25721270,"Base metal locks (excluding padlocks, motor vehicle locks, furniture locks and locks used for doors of buildings)",:,"46,566,770",:,"55,505,120",:,"116,373,727",p/st
2460,25721330,"Base metal clasps and frames with clasps, with locks (excluding fasteners and clasps for handbags, brief-cases and executive-cases)","76,100","1,857,090","612,400","3,903,190",0,0,kg
2461,25721350,"Base metal keys presented separately (including roughly cast, forged or stamped blanks, skeleton keys)","165,100","6,152,030","955,300","16,449,900","163,014","3,136,621",kg
2462,25721370,"Base metal parts for padlocks, locks and for clasps and frames with locks",:,"13,695,190",:,"91,559,440",:,"5,165,534",:
2463,25721410,Base metal hinges,"2,722,500","38,419,620","23,798,100","142,187,010","18,881,640","99,952,527",kg
2464,25721420,Castors with mountings of base metal,"2,494,400","12,166,730","8,076,400","25,814,180","1,207,375","12,037,843",kg
2465,25721430,"Base metal mountings, fittings and similar articles suitable for motor vehicles (excluding hinges, castors, locks and keys)","10,370,300","77,054,410","28,080,800","216,557,440","2,565,812","41,695,019",kg
2466,25721440,"Base metal mountings, fittings and similar articles suitable for buildings (excluding hinges, castors, locks, keys, spy holes fitted with optical elements and key operated door bolts)","15,614,700","71,294,530","51,167,900","297,359,570","7,314,304","62,068,927",kg
2467,25721450,"Base metal mountings, fittings and similar articles suitable for furniture (excluding hinges, castors, locks and keys)","3,371,500","38,846,440","49,727,400","211,981,070","3,240,272","15,488,691",kg
2468,25721460,"Other base metal mountings, fittings and similar articles (excluding for motor vehicles, buildings or furniture)","4,196,400","160,483,710","15,180,100","175,775,780","25,753,005","67,294,368",kg
2469,25721470,Base metal automatic door closers,"539,300","10,978,790","5,792,200","66,789,180","402,946","7,447,638",kg
2470,25721480,"Base metal hat-racks, hat-pegs, brackets, coat racks, towel racks, dish-cloth racks, brush racks and key racks (excluding coat-racks having the character of furniture)","2,526,200","23,553,140","14,420,900","64,710,270","255,315","20,885,940",kg
2471,25731010,Spades and shovels,"360,600","2,594,310","4,447,300","11,952,460","949,073","3,453,109",kg
2472,25731020,"Forks of a kind used in agriculture, horticulture or forestry",:,:,:,:,:,:,:
2473,25731030,"Mattocks, picks, hoes and rakes","277,700","2,632,510","2,130,000","7,277,070","69,158","324,400",kg
2474,25731040,"Axes, bill hooks and similar hewing tools (excluding ice axes)","52,600","440,070","835,600","2,955,780",:,:,kg
2475,25731050,"Secateurs and similar one-handed pruners and shears (including poultry shears) (excluding secateur type scissors with secateur blades with finger rings, pruning knives)","102,100","1,232,260","1,380,600","12,019,840",0,0,kg
2476,25731055,"Forks and other hand tools (excluding clasp knives) for agriculture, horticulture or forestry","1,197,800","10,089,560","6,211,900","25,189,180","417,009","1,988,222",kg
2477,25731060,"Hedge shears, two-handed pruning shears and similar two-handed shears","77,100","1,635,480","1,981,900","10,225,670",0,0,kg
2478,25731070,"Other hand tools (excluding clasp knives) for agriculture, horticulture or forestry",:,:,:,:,:,:,:
2479,25732010,Hand saws (excluding hand saws with a self-contained motor),"389,900","4,008,700","4,046,000","25,541,670",:,:,kg
2480,25732020,Band saw blades,"1,826,800","29,151,120","613,700","9,816,570","1,315,949","37,780,742",kg
2481,25732030,Circular saw blades with steel working parts (including slotting or slitting saw blades),"364,100","3,305,260","1,083,900","15,282,310","141,636","3,324,253",kg
2482,25732050,"Circular saw blades with non-steel working parts (including slitting or slotting saw blades, parts)","61,600","1,919,560","957,900","13,407,840","2,695","1,230,912",kg
2483,25732093,Straight saw blades for working metal,"171,000","2,248,270","470,600","4,118,020","209,916","2,614,416",kg
2484,25732095,"Saw blades with working part of steel, for working metal; saw blades with working part of other materials excluding band-, circular-, chain- or straight saw blades",:,:,:,:,:,:,:
2485,25732097,"Saw blades with working part of base metal (excluding band saw blades, circular saw blades, musical saw blades)","281,500","4,518,160","1,863,600","28,256,600",:,"6,552,430",kg
2486,25732099,"Saw blades with working part of steel, for working materials other than metal (excluding band saw blades, circular saw blades, straight saw blades, musical saw blades)",:,:,:,:,:,:,:
2487,25733013,"Files, rasps and similar tools (excluding punches and files for machine tools)","236,700","3,750,620","667,000","7,547,510",:,"348,137",kg
2488,25733015,Tweezers,:,:,:,:,:,:,:
